nr	periodiserad	namn	forklaring	utgiven	uppdaterad	dcatnr	distribution	landing	conforms_to	datanr	namn_lank	forklaring_lank	fil_lank	filformat	fromdatum	tomdatum
22	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2003-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds79	http://pensionsmyndigheten.se/datasets/dcat#dist79	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n98	2002	Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning 2002	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension-i-december-med-f%C3%B6rdelning-efter-%C3%A5lder-och-omfattning/A_aldersfor_2002.xls	.xls	2002-01-01	2002-12-31
22	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2002-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds80	http://pensionsmyndigheten.se/datasets/dcat#dist80	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n99	2001	Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning 2001	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension-i-december-med-f%C3%B6rdelning-efter-%C3%A5lder-och-omfattning/A_aldersfor_2001.xls	.xls	2001-01-01	2001-12-31
22	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2001-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds81	http://pensionsmyndigheten.se/datasets/dcat#dist81	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n100	2000	Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning 2000	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension-i-december-med-f%C3%B6rdelning-efter-%C3%A5lder-och-omfattning/A_aldersfor_2000.xls	.xls	2000-01-01	2000-12-31
22	ja	Utbetalning årsstatistik till 2002 Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2000-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds82	http://pensionsmyndigheten.se/datasets/dcat#dist82	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n101	1999	Antal pensionstagare med ålderspension i december med fördelning efter ålder och omfattning 1999	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/pensionstagare-med-%C3%A5lderspension-i-december-med-f%C3%B6rdelning-efter-%C3%A5lder-och-omfattning/A_aldersfor_1999.xls	.xls	1999-01-01	1999-12-31
23	ja	Utbetalning årsstatistik till 2002 Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2003-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds83	http://pensionsmyndigheten.se/datasets/dcat#dist83	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n102	2002	Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor 2002	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-folkpension-och-till%C3%A4ggspension-i-december/O_utbet_2002.xls	.xls	2002-01-01	2002-12-31
23	ja	Utbetalning årsstatistik till 2002 Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2002-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds84	http://pensionsmyndigheten.se/datasets/dcat#dist84	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n103	2001	Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor 2001	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-folkpension-och-till%C3%A4ggspension-i-december/O_utbet_2001.xls	.xls	2001-01-01	2001-12-31
23	ja	Utbetalning årsstatistik till 2002 Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2001-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds85	http://pensionsmyndigheten.se/datasets/dcat#dist85	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n104	2000	Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor 2000	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-folkpension-och-till%C3%A4ggspension-i-december/O_utbet_2000.xls	.xls	2000-01-01	2000-12-31
23	ja	Utbetalning årsstatistik till 2002 Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2000-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds86	http://pensionsmyndigheten.se/datasets/dcat#dist86	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n105	1999	Utbetald folkpension och tilläggspension i december. Årsbelopp i 1000-tal kronor 1999	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-folkpension-och-till%C3%A4ggspension-i-december/O_utbet_1999.xls	.xls	1999-01-01	1999-12-31
24	ja	Utbetalning årsstatistik till 2002 Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2003-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds87	http://pensionsmyndigheten.se/datasets/dcat#dist87	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n106	2002	Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor 2002	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-%C3%A5lderspension-i-decemberr/A_utbet_2002.xls	.xls	2002-01-01	2002-12-31
24	ja	Utbetalning årsstatistik till 2002 Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2002-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds88	http://pensionsmyndigheten.se/datasets/dcat#dist88	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n107	2001	Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor 2001	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-%C3%A5lderspension-i-decemberr/A_utbet_2001.xls	.xls	2001-01-01	2001-12-31
24	ja	Utbetalning årsstatistik till 2002 Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2001-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds89	http://pensionsmyndigheten.se/datasets/dcat#dist89	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n108	2000	Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor 2000	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-%C3%A5lderspension-i-decemberr/A_utbet_2000.xls	.xls	2000-01-01	2000-12-31
24	ja	Utbetalning årsstatistik till 2002 Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor	Statistiken redovisar ålderspensioner i det tidigare pensionssystemet. Antal pensionstagare, pensioner och utbetalat belopp respektive år. Fördelning efter kön.	2000-01-01		http://pensionsmyndigheten.se/datasets/dcat#ds90	http://pensionsmyndigheten.se/datasets/dcat#dist90	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-alderspension#3	_n109	1999	Utbetald ålderspension i december. Årsbelopp i 1000-tal kronor 1999	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/%C3%A5lderspension/utbetalning-%C3%A5rsstatistik-till-2002/utbetald-%C3%A5lderspension-i-decemberr/A_utbet_1999.xls	.xls	1999-01-01	1999-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2016-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds91	http://pensionsmyndigheten.se/datasets/dcat#dist91	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n110	2016	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SF0303_2016.xlsx	.xlsx	2016-12-31	2016-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2015-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds92	http://pensionsmyndigheten.se/datasets/dcat#dist92	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n111	2015	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_SF0303_2015.xlsx	.xlsx	2015-12-31	2015-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2014-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds93	http://pensionsmyndigheten.se/datasets/dcat#dist93	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n112	2014	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_2014.xlsx	.xlsx	2014-12-31	2014-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2013-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds94	http://pensionsmyndigheten.se/datasets/dcat#dist94	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n113	2013	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_2013.xlsx	.xlsx	2013-12-31	2013-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2012-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds95	http://pensionsmyndigheten.se/datasets/dcat#dist95	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n114	2012	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_2012.xlsx	.xlsx	2012-12-31	2012-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2011-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds96	http://pensionsmyndigheten.se/datasets/dcat#dist96	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n115	2011	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_2011.xlsx	.xlsx	2011-12-31	2011-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2010-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds97	http://pensionsmyndigheten.se/datasets/dcat#dist97	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n116	2010	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_2010.xlsx	.xlsx	2010-12-31	2010-12-31
25	ja	Premiepensionssparande	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	2009-12-31		http://pensionsmyndigheten.se/datasets/dcat#ds98	http://pensionsmyndigheten.se/datasets/dcat#dist98	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n117	2009	Statistiken belyser pensionssparande inom premiepensionssystemet, den 31 december.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/premiepensionssparande/SOS_2009.xlsx	.xlsx	2009-12-31	2009-12-31
26	nej	Premiepensionssparande. Nuvarande och tidigare fonder	Lista med alla fonder som finns i Pensionsmyndighetens fondutbud och även alla som funnits i Premiepensionsmyndighetens utbud.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds99	http://pensionsmyndigheten.se/datasets/dcat#dist99	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n118	Länk	Lista med alla fonder som finns i Pensionsmyndighetens fondutbud och även alla som funnits i Premiepensionsmyndighetens utbud.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/fonddata/nuvarande-och-tidigare-fonder/Lista%20alla%20fonder%20.xls	.xls	2009-01-01	2017-05-16
27	ja	Premiepensionssparande. Värdeutveckling, risk och avgift	Här finner du en lista med värdeutvecklingen per fond för de senaste två åren och innevarande år samt genomsnittlig värdeutveckling för de senaste fem åren.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds100	http://pensionsmyndigheten.se/datasets/dcat#dist100	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n119	Länk	Här finner du en lista med värdeutvecklingen per fond för de senaste två åren och innevarande år samt genomsnittlig värdeutveckling för de senaste fem åren.	https://secure.pensionsmyndigheten.se/fundfact/fonddata.txt	.txt	2009-01-01	2017-05-16
27	ja	Premiepensionssparande. Värdeutveckling, risk och avgift	Här finner du en lista med värdeutvecklingen per fond för de senaste två åren och innevarande år samt genomsnittlig värdeutveckling för de senaste fem åren.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds101	http://pensionsmyndigheten.se/datasets/dcat#dist101	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n120	Länk	Här finner du en lista med värdeutvecklingen per fond för de senaste två åren och innevarande år samt genomsnittlig värdeutveckling för de senaste fem åren.	https://secure.pensionsmyndigheten.se/fundfact/fonddata.csv	.csv	2009-01-01	2017-05-16
28	ja	Premiepensionssparande. Senaste köp och säljkurserna	Förutom att hitta fondernas köp- och säljkurser på respektive fondfaktasida (du hittar fondfaktasidorna under Sök fonder) kan du även se dem här sammanfattade i listformat.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds102	http://pensionsmyndigheten.se/datasets/dcat#dist102	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n121	Länk	Förutom att hitta fondernas köp- och säljkurser på respektive fondfaktasida (du hittar fondfaktasidorna under Sök fonder) kan du även se dem här sammanfattade i listformat.	https://secure.pensionsmyndigheten.se/fundfact/kurser.csv	.txt	2009-01-01	2017-05-16
28	ja	Premiepensionssparande. Senaste köp och säljkurserna	Förutom att hitta fondernas köp- och säljkurser på respektive fondfaktasida (du hittar fondfaktasidorna under Sök fonder) kan du även se dem här sammanfattade i listformat.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds103	http://pensionsmyndigheten.se/datasets/dcat#dist103	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n122	Länk	Förutom att hitta fondernas köp- och säljkurser på respektive fondfaktasida (du hittar fondfaktasidorna under Sök fonder) kan du även se dem här sammanfattade i listformat.	https://secure.pensionsmyndigheten.se/fundfact/kurser.txt	.csv	2009-01-01	2017-05-16
29	nej	Premiepensionssparande. Utdelningar	En utdelning innebär att en del av en fonds värde delas ut till andelsägarna i fonden. Fonder ger normalt utdelning en gång per år,  antingen som nya andelar eller som kontant utbetalning.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds104	http://pensionsmyndigheten.se/datasets/dcat#dist104	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n123	Länk	En utdelning innebär att en del av en fonds värde delas ut till andelsägarna i fonden. Fonder ger normalt utdelning en gång per år,  antingen som nya andelar eller som kontant utbetalning.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/fonddata/utdelningar/Utdelningar%202006-2017.xls	.xls	2009-01-01	2017-05-16
30	ja	Premiepensionssparande. Historiska fondkurser	Här hittar du listor för fondkurser tidigare år med början 2000.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds105	http://pensionsmyndigheten.se/datasets/dcat#dist105	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n124	Fondkurser 2017	Här hittar du listor för fondkurser tidigare år med början 2000.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/fonddata/historiska-fondkurser/Fondandelskurser%20%202017.xlsx	.xlsx	2017-01-01	2017-05-16
30	ja	Premiepensionssparande. Historiska fondkurser	Här hittar du listor för fondkurser tidigare år med början 2000.	2017-05-16		http://pensionsmyndigheten.se/datasets/dcat#ds106	http://pensionsmyndigheten.se/datasets/dcat#dist106	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	https://www.pensionsmyndigheten.se/statistik-och-rapporter/statistik/statistik-for-premiepension#1	_n125	Fondkurser 2016	Här hittar du listor för fondkurser tidigare år med början 2000.	https://www.pensionsmyndigheten.se/content/dam/pensionsmyndigheten/blanketter---broschyrer---faktablad/statistik/premiepension/fonddata/historiska-fondkurser/Fondandelskurser%20%202016%20.xlsx	.xlsx	2016-01-01	2016-12-31
